Location,State,Lat,Long
MC ALISTERVL,PA,40.65,-77.28
MCALISTERVLE,PA,40.65,-77.28
SWALES,PA,40.65,-77.28
MC CLURE,PA,40.7,-77.31
ALFARATA,PA,40.7,-77.31
BANNERVILLE,PA,40.7,-77.31
BELLTOWN,PA,40.7,-77.31
CROSSGROVE,PA,40.7,-77.31
DECATUR,PA,40.7,-77.31
MCCLURE,PA,40.7,-77.31
SHINDLE,PA,40.7,-77.31
SORADOVILLE,PA,40.7,-77.31
WAGNER,PA,40.7,-77.31
WEST BEAVER,PA,40.7,-77.31
FORT LITTLETON,PA,40.06,-77.93
FORT LITTLETN,PA,40.06,-77.93
FT LITTLETON,PA,40.06,-77.93
MC CONNELLSBURG,PA,40.06,-77.93
MC CONNELLSBG,PA,39.93,-77.99
ANDOVER,PA,39.93,-77.99
CITO,PA,39.93,-77.99
KNOBSVILLE,PA,39.93,-77.99
MCCONNELLSBURG,PA,39.93,-77.99
WEBSTER MILLS,PA,39.93,-77.99
MC ELHATTAN,PA,41.16,-77.35
MCELHATTAN,PA,41.16,-77.35
YOUNGDALE,PA,41.16,-77.35
MC EWENSVILLE,PA,41.07,-76.81
MCEWENSVILLE,PA,41.07,-76.81
MC KNIGHTSTOWN,PA,39.9,-77.34
MCKNIGHTSTOWN,PA,39.9,-77.34
MC SHERRYSTOWN,PA,39.8,-77.01
MCSHERRYSTOWN,PA,39.8,-77.01
MC VEYTOWN,PA,40.49,-77.74
ATKINSONS MILLS,PA,40.49,-77.74
ATKINSONS MLS,PA,40.49,-77.74
LITTLE KANSAS,PA,40.49,-77.74
MCVEYTOWN,PA,40.49,-77.74
MCVEYTWN,PA,40.49,-77.74
RYDE,PA,40.49,-77.74
MACKEYVILLE,PA,41.05,-77.43
MACUNGIE,PA,40.51,-75.55
MAHANOY CITY,PA,40.81,-76.13
MOREA,PA,40.81,-76.13
NEW BOSTON,PA,40.81,-76.13
BOSTON RUN,PA,40.81,-76.13
BOWMANS,PA,40.81,-76.13
COLES,PA,40.81,-76.13
CRAIGS,PA,40.81,-76.13
HILLS TERRACE,PA,40.81,-76.13
MAHANOY CTY,PA,40.81,-76.13
MAHANOY CY,PA,40.81,-76.13
MOREA COLLIERY,PA,40.81,-76.13
PARK PLACE,PA,40.81,-76.13
SHOEMAKERS,PA,40.81,-76.13
ST NICHOLAS,PA,40.81,-76.13
TRENTON,PA,40.81,-76.13
WIGGANS,PA,40.81,-76.13
MAHANOY PLANE,PA,40.76,-76.07
MAINESBURG,PA,41.78,-76.96
SULLIVAN,PA,41.78,-76.96
MANCHESTER,PA,40.06,-76.72
STRINESTOWN,PA,40.06,-76.72
MANHEIM,PA,40.16,-76.39
ELSTONVILLE,PA,40.16,-76.39
ELWYN TERRACE,PA,40.16,-76.39
LANCASTER JUNCTION,PA,40.16,-76.39
MASTERSONVILLE,PA,40.16,-76.39
MOUNT HOPE,PA,40.16,-76.39
OLD LINE,PA,40.16,-76.39
SPORTING HILL,PA,40.16,-76.39
MANSFIELD,PA,41.8,-77.07
BUNGY,PA,41.8,-77.07
CANOE CAMP,PA,41.8,-77.07
CHERRY FLATS,PA,41.8,-77.07
E CHARLESTON,PA,41.8,-77.07
KELLYTOWN,PA,41.8,-77.07
LAMBS CREEK,PA,41.8,-77.07
RUTLAND,PA,41.8,-77.07
WHITNEYVILLE,PA,41.8,-77.07
MAPLETON DEPOT,PA,40.37,-77.97
MAPLETON DEP,PA,40.37,-77.97
BANKSTOWN,PA,40.37,-77.97
BARNEYTOWN,PA,40.37,-77.97
BIRDVILLE,PA,40.37,-77.97
KNIGHTSVILLE,PA,40.37,-77.97
MARIETTA,PA,40.05,-76.55
SHOCKS MILLS,PA,40.05,-76.55
MARION,PA,39.86,-77.67
MARION HEIGHTS,PA,40.8,-76.46
MARION HEIGHT,PA,40.8,-76.46
MAR LIN,PA,40.68,-76.23
MARSHALLS CREEK,PA,41.04,-75.12
MARSHALLS CRK,PA,41.04,-75.12
MARTINS CREEK,PA,40.85,-75.19
MARY D,PA,40.75,-76.06
MARYSVILLE,PA,40.33,-76.93
MATAMORAS,PA,41.35,-74.7
MATTAWANA,PA,40.49,-77.72
MAXATAWNY,PA,40.52,-75.74
MAYTOWN,PA,40.07,-76.58
MECHANICSBURG,PA,40.24,-77.02
HAMPDEN TOWNSHIP,PA,40.24,-77.02
HAMPDEN TWP,PA,40.24,-77.02
SILVER SPG TP,PA,40.24,-77.02
SILVER SPRING TOWNSHIP,PA,40.24,-77.02
DEFENSE DEPOT,PA,40.24,-77.02
GOODHOPE,PA,40.24,-77.02
HAMPDEN STATION,PA,40.24,-77.02
HOGESTOWN,PA,40.24,-77.02
MECH,PA,40.24,-77.02
MECHANCSBRG,PA,40.24,-77.02
MECHBG,PA,40.24,-77.02
NAVY SHIPS,PA,40.24,-77.02
NAVY SUP DPT,PA,40.24,-77.02
TRINDLE SPRG,PA,40.24,-77.02
WERTZVILLE,PA,40.24,-77.02
BOWMANSDALE,PA,40.21,-77
ANDERSONTOWN,PA,40.21,-77
BRANDTSVILLE,PA,40.21,-77
LISBURN,PA,40.21,-77
LOCUST POINT,PA,40.21,-77
MOUNT ALLEN,PA,40.21,-77
SHEPHERDSTOWN,PA,40.21,-77
UPPER ALLEN,PA,40.21,-77
WILLIAMS GRV,PA,40.21,-77
WINDING HILL,PA,40.21,-77
MERCERSBURG,PA,39.83,-77.9
AFRICA,PA,39.83,-77.9
CHARLESTOWN,PA,39.83,-77.9
CLAYLICK,PA,39.83,-77.9
COVE GAP,PA,39.83,-77.9
DICKEY,PA,39.83,-77.9
KASIESVILLE,PA,39.83,-77.9
MARKES,PA,39.83,-77.9
PETERS,PA,39.83,-77.9
SHIMPSTOWN,PA,39.83,-77.9
SYLVAN,PA,39.83,-77.9
MERTZTOWN,PA,40.49,-75.68
DRYVILLE,PA,40.49,-75.68
FREDERICKSVILLE,PA,40.49,-75.68
HANCOCK,PA,40.49,-75.68
KLINES CORNER,PA,40.49,-75.68
LONGSWAMP,PA,40.49,-75.68
LOWER LONGSWAMP,PA,40.49,-75.68
OREVILLE,PA,40.49,-75.68
SHAMROCK STATION,PA,40.49,-75.68
MESHOPPEN,PA,41.61,-76.04
MEXICO,PA,40.52,-77.32
MIDDLEBURG,PA,40.78,-77.04
COON HUNTER,PA,40.78,-77.04
KISSIMMEE,PA,40.78,-77.04
MEISER,PA,40.78,-77.04
MIDDLESWARTH,PA,40.78,-77.04
SWINEFORD,PA,40.78,-77.04
MIDDLEBURY CENTER,PA,41.89,-77.3
MIDDLEBRY CTR,PA,41.89,-77.3
CROOKED CREEK,PA,41.89,-77.3
KEENEYVILLE,PA,41.89,-77.3
MDBY CENTER,PA,41.89,-77.3
MIDDLEBURY,PA,41.89,-77.3
NILES VALLEY,PA,41.89,-77.3
SHORTSVILLE,PA,41.89,-77.3
MIDDLEPORT,PA,40.72,-76.08
MIDDLETOWN,PA,40.19,-76.7
H I A,PA,40.19,-76.7
HBG INTER AIRP,PA,40.19,-76.7
LONDONDERRY,PA,40.19,-76.7
LOWER SWATARA,PA,40.19,-76.7
MDT,PA,40.19,-76.7
MIDDLETWN,PA,40.19,-76.7
MIDLTWN,PA,40.19,-76.7
ROYALTON,PA,40.19,-76.7
SHOPE GARDENS,PA,40.19,-76.7
MIFFLIN,PA,40.56,-77.4
DOYLES MILLS,PA,40.56,-77.4
MCCOYSVILLE,PA,40.56,-77.4
NOOK,PA,40.56,-77.4
MIFFLINBURG,PA,40.92,-77.04
COWAN,PA,40.92,-77.04
DICE,PA,40.92,-77.04
FORESTHILL,PA,40.92,-77.04
RED BANK,PA,40.92,-77.04
WEST BUFFALO,PA,40.92,-77.04
WHITESPRINGS,PA,40.92,-77.04
VICKSBURG,PA,40.94,-76.98
MIFFLINTOWN,PA,40.57,-77.39
ARCH ROCK,PA,40.57,-77.39
CUBA MILLS,PA,40.57,-77.39
DENHOLM,PA,40.57,-77.39
EAST SALEM,PA,40.57,-77.39
FERMANAGH,PA,40.57,-77.39
JERICHO MILLS,PA,40.57,-77.39
MACEDONIA,PA,40.57,-77.39
VAN WERT,PA,40.57,-77.39
WALKER,PA,40.57,-77.39
ZOOKS DAM,PA,40.57,-77.39
MIFFLINVILLE,PA,41.02,-76.3
MILAN,PA,41.9,-76.52
MILANVILLE,PA,41.67,-75.06
MILDRED,PA,41.47,-76.37
MILFORD,PA,41.32,-74.8
MILL CREEK,PA,40.43,-77.92
MILL CRK,PA,40.43,-77.92
MLCREEK,PA,40.43,-77.92
MILLERSBURG,PA,40.54,-76.95
KILLINGER,PA,40.54,-76.95
LENKERVILLE,PA,40.54,-76.95
MILLERSBG,PA,40.54,-76.95
RIFE,PA,40.54,-76.95
UPPER PAXTON,PA,40.54,-76.95
MILLERSTOWN,PA,40.55,-77.15
DONNALLY MILL,PA,40.55,-77.15
ESHCOL,PA,40.55,-77.15
KNOUSETOWN,PA,40.55,-77.15
REWARD,PA,40.55,-77.15
SEVEN STARS,PA,40.55,-77.15
MILLERSVILLE,PA,40,-76.35
SLACKWATER,PA,40,-76.35
MILLERTON,PA,41.98,-76.95
DAGGETT,PA,41.98,-76.95
JACKSON SMT,PA,41.98,-76.95
JOBS CORNERS,PA,41.98,-76.95
MILL HALL,PA,41.1,-77.49
BALD EAGLE,PA,41.1,-77.49
CEDAR SPRINGS,PA,41.1,-77.49
CLINTONDALE,PA,41.1,-77.49
PARVIN,PA,41.1,-77.49
ROTE,PA,41.1,-77.49
SALONA,PA,41.08,-77.45
MILLMONT,PA,40.86,-77.23
GLENIRON,PA,40.86,-77.23
LAUREL PARK,PA,40.86,-77.23
MILLRIFT,PA,41.4,-74.74
MILLS,PA,41.9,-77.75
MILLVILLE,PA,41.12,-76.52
EYERS GROVE,PA,41.12,-76.52
IOLA,PA,41.12,-76.52
PINE SUMMIT,PA,41.12,-76.52
SERENO,PA,41.12,-76.52
MILNESVILLE,PA,40.95,-76
MILROY,PA,40.71,-77.58
LOCKE MILLS,PA,40.71,-77.58
NAGINEY,PA,40.71,-77.58
ROSEANN,PA,40.71,-77.58
SIGLERVILLE,PA,40.71,-77.58
MILTON,PA,41,-76.85
E CHILLISQUAQ,PA,41,-76.85
E LEWISBURG,PA,41,-76.85
LIMESTONEVLE,PA,41,-76.85
MINERSVILLE,PA,40.69,-76.25
MINISINK HILLS,PA,41,-75.13
MINISINK HLS,PA,41,-75.13
MOHNTON,PA,40.28,-75.98
ALLEGHENYVILLE,PA,40.28,-75.98
ANGELICA,PA,40.28,-75.98
BECKERSVILLE,PA,40.28,-75.98
HUMMELS STORE,PA,40.28,-75.98
KNAUERS,PA,40.28,-75.98
MAPLE GROVE PARK,PA,40.28,-75.98
MOHRSVILLE,PA,40.47,-76.02
MONOCACY STATION,PA,40.26,-75.74
MONOCACY STA,PA,40.26,-75.74
MONROETON,PA,41.71,-76.47
MONT ALTO,PA,39.83,-77.55
MONTANDON,PA,40.96,-76.86
CHILLISQUAQUE,PA,40.96,-76.86
W CHILLISQUAQ,PA,40.96,-76.86
MONTGOMERY,PA,41.17,-76.87
BRADY,PA,41.17,-76.87
MONTOURSVILLE,PA,41.24,-76.92
BELLA VISTA,PA,41.24,-76.92
FARRAGUT,PA,41.24,-76.92
LOYALSOCKVLE,PA,41.24,-76.92
LYC CO AIRPRT,PA,41.24,-76.92
UPPER FAIRFLD,PA,41.24,-76.92
MONTROSE,PA,41.83,-75.87
MORGANTOWN,PA,40.15,-75.9
MORRIS,PA,41.65,-77.27
BLACKWELL,PA,41.65,-77.27
HOYTVILLE,PA,41.65,-77.27
LORENTON,PA,41.65,-77.27
NAUVOO,PA,41.65,-77.27
OREGON HILL,PA,41.65,-77.27
PLANK,PA,41.65,-77.27
MORRIS RUN,PA,41.66,-77.04
ELMHURST TOWNSHIP,PA,41.33,-75.52
ELMHURST TWP,PA,41.33,-75.52
MADISON TOWNSHIP,PA,41.33,-75.52
MADISON TWP,PA,41.33,-75.52
SPRING BROOK TOWNSHIP,PA,41.33,-75.52
SPRNG BRK TWP,PA,41.33,-75.52
MOUNT AETNA,PA,40.43,-76.25
MT AETNA,PA,40.43,-76.25
MOUNTAINHOME,PA,41.17,-75.26
MOUNTAIN HOME,PA,41.17,-75.26
MT HOME,PA,41.17,-75.26
MOUNT BETHEL,PA,40.9,-75.11
MOUNT CARMEL,PA,40.79,-76.41
ATLAS,PA,40.79,-76.41
CONNERSVILLE,PA,40.79,-76.41
DIAMONDTOWN,PA,40.79,-76.41
DOOLEYVILLE,PA,40.79,-76.41
MERRIAN,PA,40.79,-76.41
MT CARMEL,PA,40.79,-76.41
MT CARMEL TOWNSHIP,PA,40.79,-76.41
NATALIE,PA,40.79,-76.41
STRONG,PA,40.79,-76.41
MOUNT GRETNA,PA,40.24,-76.47
MT GRETNA,PA,40.24,-76.47
MT GRETNA HTS,PA,40.24,-76.47
MOUNT HOLLY SPRINGS,PA,40.11,-77.18
MT HOLLY SPGS,PA,40.11,-77.18
MOUNT HOLLY SPGS,PA,40.11,-77.18
MT HOLLY SPRINGS,PA,40.11,-77.18
UPPER MILL,PA,40.11,-77.18
MOUNT JOY,PA,40.11,-76.5
FLORIN,PA,40.11,-76.5
DONEGAL HEIGHTS,PA,40.11,-76.5
DONEGAL SPRINGS,PA,40.11,-76.5
FARMDALE,PA,40.11,-76.5
MILTON GROVE,PA,40.11,-76.5
MOUNT PLEASANT MILLS,PA,40.69,-77
MT PLEASANT M,PA,40.69,-77
MT PLEASANT MILLS,PA,40.69,-77
ALINE,PA,40.69,-77
MEISERVILLE,PA,40.69,-77
MT PLSNT MILLS,PA,40.69,-77
MOUNT POCONO,PA,41.12,-75.35
MOUNT UNION,PA,40.38,-77.88
AUGHWICK,PA,40.38,-77.88
LUCY FURNACE,PA,40.38,-77.88
MT UNION,PA,40.38,-77.88
SILVER FORD,PA,40.38,-77.88
MOUNTVILLE,PA,40.04,-76.43
MOUNT WOLF,PA,40.06,-76.7
SAGINAW,PA,40.06,-76.7
STARVIEW,PA,40.06,-76.7
MUIR,PA,40.59,-76.51
MUNCY,PA,41.2,-76.78
PENNSDALE,PA,41.2,-76.78
CLARKSTOWN,PA,41.2,-76.78
EAST MUNCY,PA,41.2,-76.78
HALLS,PA,41.2,-76.78
HUNTERSVILLE,PA,41.2,-76.78
MORELAND,PA,41.2,-76.78
MUNCY CREEK,PA,41.2,-76.78
OPP,PA,41.2,-76.78
SEAGERS,PA,41.2,-76.78
MUNCY VALLEY,PA,41.35,-76.6
SONESTOWN,PA,41.35,-76.6
BEAVER LAKE,PA,41.35,-76.6
BEECH GLEN,PA,41.35,-76.6
DAVIDSON,PA,41.35,-76.6
HEMLOCK GROVE,PA,41.35,-76.6
N MOUNTAIN,PA,41.35,-76.6
NORDMONT,PA,41.35,-76.6
STRAWBRIDGE,PA,41.35,-76.6
MYERSTOWN,PA,40.37,-76.3
FRYSTOWN,PA,40.37,-76.3
GREBLE,PA,40.37,-76.3
MILLARDSVILLE,PA,40.37,-76.3
MYERSTWN,PA,40.37,-76.3
REISTVILLE,PA,40.37,-76.3
NANTICOKE,PA,41.2,-76
WEST NANTICOKE,PA,41.2,-76
NARVON,PA,40.12,-75.97
BEARTOWN,PA,40.12,-75.97
CHURCHTOWN,PA,40.12,-75.97
FETTERVILLE,PA,40.12,-75.97
SOUTH HERMITAGE,PA,40.12,-75.97
NAZARETH,PA,40.73,-75.31
BIG COVE TANNERY,PA,39.84,-78.05
BIG COVE TANN,PA,39.84,-78.05
NEEDMORE,PA,39.84,-78.05
BELFAST,PA,39.86,-78.15
SIPES MILL,PA,39.86,-78.15
NEELYTON,PA,40.13,-77.85
NEFFS,PA,40.69,-75.55
NELSON,PA,41.97,-77.23
NESCOPECK,PA,41.05,-76.21
NESQUEHONING,PA,40.86,-75.82
NEW ALBANY,PA,41.6,-76.44
NEW BERLIN,PA,40.88,-76.98
NEW BERLINVILLE,PA,40.37,-75.67
NEW BERLINVLE,PA,40.37,-75.67
NEW BERLINS,PA,40.37,-75.67
NEW BLOOMFIELD,PA,40.41,-77.18
NEW BLOOMFLD,PA,40.41,-77.18
MECKS CORNER,PA,40.41,-77.18
PARADISE PARK,PA,40.41,-77.18
PERRY VILLAGE,PA,40.41,-77.18
NEW BUFFALO,PA,40.45,-76.97
NEWBURG,PA,40.13,-77.55
NEW CUMBERLAND,PA,40.23,-76.87
NEW CUMBERLND,PA,40.23,-76.87
DREXEL HILLS,PA,40.23,-76.87
FAIR ACRES,PA,40.23,-76.87
FROGTOWN,PA,40.23,-76.87
MARSH RUN,PA,40.23,-76.87
N CUMBERLD,PA,40.23,-76.87
NEW CMBRLND,PA,40.23,-76.87
NEW CUMB,PA,40.23,-76.87
NEW CUMBERLAND ARMY D,PA,40.23,-76.87
NEW MARKET,PA,40.23,-76.87
NEWCMBRLND,PA,40.23,-76.87
NW CUMB,PA,40.23,-76.87
NW CUMBERLAND,PA,40.23,-76.87
NW CUMBERLND,PA,40.23,-76.87
RUDYTOWN,PA,40.23,-76.87
WESTFIELD TER,PA,40.23,-76.87
NEWFOUNDLAND,PA,41.3,-75.32
NEW FREEDOM,PA,39.73,-76.69
TOLNA,PA,39.73,-76.69
NEW GERMANTOWN,PA,40.27,-77.59
NEW GERMANTON,PA,40.27,-77.59
TOBOYNE,PA,40.27,-77.59
NEW HOLLAND,PA,40.1,-76.09
GREENBANK,PA,40.1,-76.09
GROFFDALE,PA,40.1,-76.09
LAURELVILLE,PA,40.1,-76.09
NEW KINGSTOWN,PA,40.23,-77.02
NEWMANSTOWN,PA,40.35,-76.21
MILLBACH,PA,40.35,-76.21
MILLBACH SPRS,PA,40.35,-76.21
SHERIDAN,PA,40.35,-76.21
STRICKLERSTWN,PA,40.35,-76.21
NEW MILFORD,PA,41.87,-75.72
NEW OXFORD,PA,39.86,-77.05
NEW PARK,PA,39.76,-76.5
BRIDGETON,PA,39.76,-76.5
GATCHELLVILLE,PA,39.76,-76.5
NEW PHILADELPHIA,PA,40.71,-76.11
KASKA,PA,40.71,-76.11
NEW PHILA,PA,40.71,-76.11
SILVER CREEK,PA,40.71,-76.11
VALLEY FURNACE,PA,40.71,-76.11
NEWPORT,PA,40.47,-77.13
BAILEY,PA,40.47,-77.13
EAST NEWPORT,PA,40.47,-77.13
EVERHARTVILLE,PA,40.47,-77.13
HOWE,PA,40.47,-77.13
MANNSVILLE,PA,40.47,-77.13
MARKELSVILLE,PA,40.47,-77.13
MONTGOMERY FY,PA,40.47,-77.13
NEWPRT,PA,40.47,-77.13
NWPRT,PA,40.47,-77.13
SAVILLE,PA,40.47,-77.13
WALNUT GROVE,PA,40.47,-77.13
WILA,PA,40.47,-77.13
NEW PROVIDENCE,PA,39.9,-76.23
NEW PROVIDNCE,PA,39.9,-76.23
PROVIDENCE,PA,39.9,-76.23
SMITHVILLE,PA,39.9,-76.23
NEW RINGGOLD,PA,40.68,-75.99
DORSET,PA,40.68,-75.99
EAST BRUNSWICK,PA,40.68,-75.99
HECLA,PA,40.68,-75.99
KEPNER,PA,40.68,-75.99
LEIBEYVILLE,PA,40.68,-75.99
MCKEANSBURG,PA,40.68,-75.99
RAUSCHS,PA,40.68,-75.99
SNYDERS,PA,40.68,-75.99
WEST PENN,PA,40.68,-75.99
NEWTON HAMILTON,PA,40.39,-77.83
NEWTON HAMLTN,PA,40.39,-77.83
NEWTN HAMLTN,PA,40.39,-77.83
NEW TRIPOLI,PA,40.65,-75.74
NEWVILLE,PA,40.17,-77.4
BLOSERVILLE,PA,40.17,-77.4
COBBLERVILLE,PA,40.17,-77.4
DICKINSON,PA,40.17,-77.4
DOUBLING GAP,PA,40.17,-77.4
ENTLERVILLE,PA,40.17,-77.4
GREENSPRING,PA,40.17,-77.4
HAYS GROVE,PA,40.17,-77.4
HEBERLIG,PA,40.17,-77.4
LITTLE WASH,PA,40.17,-77.4
LOWER MIFFLIN,PA,40.17,-77.4
MCCREA,PA,40.17,-77.4
NORTH NEWTON,PA,40.17,-77.4
UPPER FRANKFD,PA,40.17,-77.4
UPPER MIFFLIN,PA,40.17,-77.4
LENOXVILLE,PA,41.66,-75.63
NICHOLSON,PA,41.66,-75.63
NORTHAMPTON,PA,40.68,-75.48
NORTH BEND,PA,41.37,-77.7
GLEASONTON,PA,41.37,-77.7
NORTHUMBERLAND,PA,40.89,-76.79
NORTHUMBERLND,PA,40.89,-76.79
KAPP HEIGHTS,PA,40.89,-76.79
LITHIA SPRS,PA,40.89,-76.79
OAK PARK,PA,40.89,-76.79
NOXEN,PA,41.42,-76.05
NUMIDIA,PA,40.89,-76.41
NUREMBERG,PA,40.93,-76.18
FERN GLEN,PA,40.93,-76.18
OAKLAND MILLS,PA,40.61,-77.31
OLD ZIONSVILLE,PA,40.48,-75.54
OLD ZIONSVLLE,PA,40.48,-75.54
OLEY,PA,40.37,-75.76
BASKET,PA,40.37,-75.76
LOBACHSVILLE,PA,40.37,-75.76
MANATAWNY,PA,40.37,-75.76
OLEY FURNACE,PA,40.37,-75.76
PIKE,PA,40.37,-75.76
PIKEVILLE,PA,40.37,-75.76
OLYPHANT,PA,41.45,-75.59
BLAKELY,PA,41.45,-75.59
DICKSON CTY,PA,41.45,-75.59
SCRANTON,PA,41.45,-75.59
STURGES,PA,41.45,-75.59
CINRAM,PA,41.45,-75.59
ONEIDA,PA,40.9,-76.13
ONO,PA,40.41,-76.56
ORANGEVILLE,PA,41.07,-76.41
ASHBURY,PA,41.07,-76.41
BENDERTOWN,PA,41.07,-76.41
ORANGE,PA,41.07,-76.41
PEALERTOWN,PA,41.07,-76.41
ROHRSBURG,PA,41.07,-76.41
ORBISONIA,PA,40.24,-77.89
BLACKLOG,PA,40.24,-77.89
MADDENSVILLE,PA,40.24,-77.89
MEADOW GAP,PA,40.24,-77.89
OREFIELD,PA,40.62,-75.6
ORRSTOWN,PA,40.05,-77.6
ORRTANNA,PA,39.88,-77.38
ORSON,PA,41.81,-75.44
ORWIGSBURG,PA,40.65,-76.1
DEER LAKE,PA,40.65,-76.1
DREHERSVILLE,PA,40.65,-76.1
FRISBIE,PA,40.65,-76.1
MOLINO,PA,40.65,-76.1
PINEDALE,PA,40.65,-76.1
WEST BRUNSWICK,PA,40.65,-76.1
OSCEOLA,PA,41.98,-77.38
PALM,PA,40.43,-75.53
PALMERTON,PA,40.8,-75.61
PALMYRA,PA,40.3,-76.59
COFFEETOWN,PA,40.3,-76.59
N LONDONDERRY,PA,40.3,-76.59
UPPER LAWN,PA,40.3,-76.59
PARADISE,PA,40,-76.12
BELLEMONT,PA,40,-76.12
HARRISTOWN,PA,40,-76.12
IVA,PA,40,-76.12
LAPARK,PA,40,-76.12
LEAMAN PLACE,PA,40,-76.12
NICKEL MINES,PA,40,-76.12
VINTAGE,PA,40,-76.12
PARRYVILLE,PA,40.82,-75.66
PAUPACK,PA,41.39,-75.19
PAXINOS,PA,40.83,-76.64
MEADOWVIEW,PA,40.83,-76.64
REED STATION,PA,40.83,-76.64
PAXTONVILLE,PA,40.76,-77.08
PEACH BOTTOM,PA,39.76,-76.18
ELDORA,PA,39.76,-76.18
FULTON,PA,39.76,-76.18
FURNISS,PA,39.76,-76.18
MCSPARREN,PA,39.76,-76.18
NEW TEXAS,PA,39.76,-76.18
OAKRYN,PA,39.76,-76.18
PENN HILL,PA,39.76,-76.18
WRIGHTSDALE,PA,39.76,-76.18
PECKVILLE,PA,41.47,-75.57
PEN ARGYL,PA,40.86,-75.25
PENNS CREEK,PA,40.86,-77.07
PENRYN,PA,40.16,-76.42
PEQUEA,PA,39.9,-76.31
COLEMANVILLE,PA,39.9,-76.31
MARTIC,PA,39.9,-76.31
MARTIC FORGE,PA,39.9,-76.31
MARTICVILLE,PA,39.9,-76.31
MOUNT NEBO,PA,39.9,-76.31
PERKIOMENVILLE,PA,40.32,-75.51
PERKIOMENVLLE,PA,40.32,-75.51
PICTURE ROCKS,PA,41.28,-76.7
PILLOW,PA,40.64,-76.8
PINE FORGE,PA,40.28,-75.72
PINE GROVE,PA,40.54,-76.38
BROOKSIDE,PA,40.54,-76.38
DE TURKSVILLE,PA,40.54,-76.38
IRVING,PA,40.54,-76.38
LINCOLN COLLIERY,PA,40.54,-76.38
LORBERRY,PA,40.54,-76.38
MARSTOWN,PA,40.54,-76.38
OAK GROVE,PA,40.54,-76.38
OUTWOOD,PA,40.54,-76.38
ROEDERSVILLE,PA,40.54,-76.38
STANHOPE,PA,40.54,-76.38
SUEDBURG,PA,40.54,-76.38
PITMAN,PA,40.7,-76.51
PITTSTON,PA,41.32,-75.78
HUGHESTOWN,PA,41.32,-75.78
INKERMAN,PA,41.32,-75.78
JENKINS TOWNSHIP,PA,41.32,-75.78
JENKINS TWP,PA,41.32,-75.78
PITTSTON TOWNSHIP,PA,41.32,-75.78
PITTSTON TWP,PA,41.32,-75.78
PORT GRIFFITH,PA,41.32,-75.78
YATESVILLE,PA,41.32,-75.78
AVOCA,PA,41.32,-75.78
DUPONT,PA,41.32,-75.78
DURYEA,PA,41.34,-75.75
EXETER,PA,41.32,-75.78
HARDING,PA,41.32,-75.78
WEST PITTSTON,PA,41.32,-75.78
EXETER TOWNSHIP,PA,41.32,-75.78
WYOMING,PA,41.3,-75.84
WEST WYOMING,PA,41.3,-75.84
PLAINFIELD,PA,40.19,-77.42
WOLFS X RDS,PA,40.19,-77.42
PLEASANT HALL,PA,40.02,-77.7
PLYMOUTH,PA,41.24,-75.95
LARKSVILLE,PA,41.24,-75.95
POCONO LAKE,PA,41.11,-75.56
POCONO LAKE PRESERVE,PA,41.11,-75.56
POCONO LK PRS,PA,41.11,-75.56
POCONO MANOR,PA,41.03,-75.28
POCONO PINES,PA,41.11,-75.45
POCONO SUMMIT,PA,41.1,-75.42
PORT CARBON,PA,40.69,-76.16
SCHOENTOWN,PA,40.69,-76.16
PORT CLINTON,PA,40.58,-76.02
PORTLAND,PA,40.91,-75.09
PORT ROYAL,PA,40.53,-77.39
ACADEMIA,PA,40.53,-77.39
BEALE,PA,40.53,-77.39
OLD PORT,PA,40.53,-77.39
PLEASANTVIEW,PA,40.53,-77.39
PT ROYAL,PA,40.53,-77.39
SEVEN PINES,PA,40.53,-77.39
SPRUCE HILL,PA,40.53,-77.39
TURBETT,PA,40.53,-77.39
PORT TREVORTON,PA,40.7,-76.91
PORT TREVORTN,PA,40.7,-76.91
DUNDORE,PA,40.7,-76.91
HOFFER,PA,40.7,-76.91
INDEPENDENCE,PA,40.7,-76.91
MCKEE HALF FL,PA,40.7,-76.91
POTTS GROVE,PA,40.99,-76.79
POTTSGROVE,PA,40.99,-76.79
POTTSVILLE,PA,40.67,-76.2
BECKS,PA,40.67,-76.2
BUCK RUN,PA,40.67,-76.2
BUNKER HILL,PA,40.67,-76.2
DIENERS HILL,PA,40.67,-76.2
DUNCOTT,PA,40.67,-76.2
GLEN CARBON,PA,40.67,-76.2
GLEN DOWER,PA,40.67,-76.2
GLENWORTH,PA,40.67,-76.2
GREENBURY,PA,40.67,-76.2
HECKSCHERSVILLE,PA,40.67,-76.2
HECKSCHERVILLE,PA,40.67,-76.2
HILLSIDE,PA,40.67,-76.2
NEW STREET,PA,40.67,-76.2
NORTH MANHEIM,PA,40.67,-76.2
PALO ALTO,PA,40.67,-76.2
PHOENIX PARK,PA,40.67,-76.2
PINE HILL,PA,40.67,-76.2
PRIMROSE,PA,40.67,-76.2
SELTZER,PA,40.67,-76.2
WADESVILLE,PA,40.67,-76.2
POYNTELLE,PA,41.82,-75.42
PRESTON PARK,PA,41.88,-75.35
PROMPTON,PA,41.58,-75.32
QUAKAKE,PA,40.84,-75.97
QUARRYVILLE,PA,39.89,-76.16
BUCK,PA,39.89,-76.16
MECHANICS GROVE,PA,39.89,-76.16
QUINCY,PA,39.8,-77.55
